customer_id,age,annual_income,emp_length_years,home_ownership,loan_amount,loan_term_months,loan_intent,debt_to_income,revolving_utilization,delinquencies_2yrs,credit_inquiries_6m,loan_status,prob_default_pd,credit_score,credit_risk_tier,loss_given_default_lgd,exposure_at_default_ead,expected_loss_gbp
BARC-143824,60,26800.0,8,MORTGAGE,7500,60,DEBT_CONSOLIDATION,9.66,35.78,1,0,0,0.10589611498271663,549,2. Near Prime (Moderate Risk),0.45,7500,357.4
BARC-143825,63,111700.0,15,MORTGAGE,2500,36,CREDIT_CARD_REFINANCE,12.76,72.36,0,0,0,0.05920455147041925,567,2. Near Prime (Moderate Risk),0.45,2500,66.61
BARC-143826,23,34500.0,15,MORTGAGE,5000,36,HOME_IMPROVEMENT,19.9,54.6,0,1,0,0.13979200923161464,540,2. Near Prime (Moderate Risk),0.45,5000,314.53
BARC-143827,35,43900.0,2,RENT,5000,36,DEBT_CONSOLIDATION,9.33,12.13,0,0,0,0.032119281303972756,585,1. Prime (Low Risk),0.45,5000,72.27
BARC-143828,65,28500.0,0,RENT,10000,60,DEBT_CONSOLIDATION,19.12,82.29,0,0,0,0.17507019461183299,532,2. Near Prime (Moderate Risk),0.45,10000,787.82
BARC-143829,51,38200.0,10,RENT,5000,36,HOME_IMPROVEMENT,28.87,54.61,0,1,0,0.17866089276888353,531,2. Near Prime (Moderate Risk),0.45,5000,401.99
BARC-143830,31,44700.0,10,RENT,2500,36,DEBT_CONSOLIDATION,8.16,55.01,0,4,0,0.19045662591127127,529,3. Subprime (High Risk),0.45,2500,214.26
BARC-143831,66,98100.0,5,MORTGAGE,5000,60,CREDIT_CARD_REFINANCE,14.94,62.06,0,3,1,0.13370610163008037,541,2. Near Prime (Moderate Risk),0.45,5000,300.84
BARC-143832,59,34600.0,0,MORTGAGE,7500,36,DEBT_CONSOLIDATION,16.8,57.57,0,0,0,0.10255207895614876,550,2. Near Prime (Moderate Risk),0.45,7500,346.11
BARC-143833,39,48300.0,1,MORTGAGE,20000,36,CREDIT_CARD_REFINANCE,14.7,69.47,0,0,0,0.10463110008626687,549,2. Near Prime (Moderate Risk),0.45,20000,941.68
BARC-143834,35,29800.0,1,MORTGAGE,20000,60,DEBT_CONSOLIDATION,26.98,63.31,0,0,0,0.16217566155326146,535,2. Near Prime (Moderate Risk),0.45,20000,1459.58
BARC-143835,58,40200.0,1,RENT,15000,60,DEBT_CONSOLIDATION,18.73,44.12,0,0,1,0.08229946562975364,557,2. Near Prime (Moderate Risk),0.45,15000,555.52
BARC-143836,40,43800.0,1,MORTGAGE,10000,60,DEBT_CONSOLIDATION,16.4,46.52,1,0,0,0.13671139591373346,540,2. Near Prime (Moderate Risk),0.45,10000,615.2
BARC-143837,42,32500.0,1,MORTGAGE,20000,36,CREDIT_CARD_REFINANCE,4.23,47.58,0,0,0,0.05735373968106126,568,2. Near Prime (Moderate Risk),0.45,20000,516.18
BARC-143838,27,41400.0,8,MORTGAGE,20000,36,DEBT_CONSOLIDATION,20.08,30.5,0,1,0,0.08780551567721395,555,2. Near Prime (Moderate Risk),0.45,20000,790.25
BARC-143839,34,24600.0,0,RENT,10000,60,DEBT_CONSOLIDATION,19.64,42.51,1,0,0,0.1653045641175775,534,2. Near Prime (Moderate Risk),0.45,10000,743.87
BARC-143840,24,47900.0,10,MORTGAGE,7500,36,DEBT_CONSOLIDATION,23.1,20.22,2,0,0,0.1819199382387276,531,2. Near Prime (Moderate Risk),0.45,7500,613.98
BARC-143841,29,37400.0,10,OWN,20000,36,CREDIT_CARD_REFINANCE,4.8,40.3,0,0,0,0.04899965038390783,573,2. Near Prime (Moderate Risk),0.45,20000,441.0
BARC-143842,59,26800.0,5,RENT,20000,60,MEDICAL,2.83,45.67,0,0,0,0.05556964508701323,569,2. Near Prime (Moderate Risk),0.45,20000,500.13
BARC-143843,45,34000.0,10,MORTGAGE,10000,36,HOME_IMPROVEMENT,11.48,48.68,0,0,0,0.07388125228585692,560,2. Near Prime (Moderate Risk),0.45,10000,332.47
BARC-143844,67,74500.0,1,RENT,15000,36,DEBT_CONSOLIDATION,16.64,35.89,2,1,1,0.19870374766702711,527,3. Subprime (High Risk),0.45,15000,1341.25
BARC-143845,55,34300.0,2,RENT,25000,60,DEBT_CONSOLIDATION,28.64,45.97,0,0,0,0.12359882066163808,544,2. Near Prime (Moderate Risk),0.45,25000,1390.49
BARC-143846,57,45900.0,5,OWN,10000,60,CREDIT_CARD_REFINANCE,19.46,37.6,0,0,0,0.07143178581849352,561,2. Near Prime (Moderate Risk),0.45,10000,321.44
BARC-143847,47,45900.0,1,RENT,10000,36,MEDICAL,2.0,27.69,0,2,0,0.057295112186602215,568,2. Near Prime (Moderate Risk),0.45,10000,257.83
BARC-143848,48,50000.0,5,MORTGAGE,15000,36,DEBT_CONSOLIDATION,25.29,100.0,0,1,0,0.29042422208962343,513,3. Subprime (High Risk),0.45,15000,1960.36
BARC-143849,44,19800.0,10,OWN,15000,36,DEBT_CONSOLIDATION,32.01,53.7,0,0,0,0.17524008312211198,532,2. Near Prime (Moderate Risk),0.45,15000,1182.87
BARC-143850,53,20600.0,10,OTHER,15000,36,CREDIT_CARD_REFINANCE,21.08,8.96,1,0,0,0.10198004686142671,550,2. Near Prime (Moderate Risk),0.45,15000,688.37
BARC-143851,53,24100.0,3,RENT,15000,36,CREDIT_CARD_REFINANCE,18.63,23.85,0,0,0,0.06583669719501645,564,2. Near Prime (Moderate Risk),0.45,15000,444.4
BARC-143852,36,50700.0,1,RENT,15000,36,DEBT_CONSOLIDATION,26.06,72.99,0,1,0,0.19899685675857037,527,3. Subprime (High Risk),0.45,15000,1343.23
BARC-143853,43,41900.0,8,MORTGAGE,15000,60,HOME_IMPROVEMENT,16.86,32.72,0,2,0,0.10675027029063588,548,2. Near Prime (Moderate Risk),0.45,15000,720.56
BARC-143854,66,40800.0,3,MORTGAGE,20000,36,DEBT_CONSOLIDATION,31.32,0.0,0,0,0,0.056829267472235385,568,2. Near Prime (Moderate Risk),0.45,20000,511.46
BARC-143855,31,34000.0,8,MORTGAGE,10000,36,DEBT_CONSOLIDATION,23.35,47.02,0,0,0,0.10637525469877912,549,2. Near Prime (Moderate Risk),0.45,10000,478.69
BARC-143856,66,17500.0,0,RENT,5000,36,HOME_IMPROVEMENT,15.02,30.63,0,3,0,0.15399195556719336,536,2. Near Prime (Moderate Risk),0.45,5000,346.48
BARC-143857,60,26100.0,5,RENT,15000,60,MEDICAL,13.04,40.72,0,0,1,0.0724327266411393,561,2. Near Prime (Moderate Risk),0.45,15000,488.92
BARC-143858,39,40800.0,2,OWN,20000,36,MEDICAL,7.46,17.19,0,0,0,0.034004036162508175,584,1. Prime (Low Risk),0.45,20000,306.04
BARC-143859,54,33100.0,8,OWN,7500,60,DEBT_CONSOLIDATION,10.36,20.94,0,1,0,0.0573314547476213,568,2. Near Prime (Moderate Risk),0.45,7500,193.49
BARC-143860,43,40100.0,5,MORTGAGE,2500,36,DEBT_CONSOLIDATION,5.17,37.28,3,0,0,0.2475661974148139,519,3. Subprime (High Risk),0.45,2500,278.51
BARC-143861,30,15400.0,5,MORTGAGE,7500,36,MAJOR_PURCHASE,21.53,38.94,0,0,0,0.1021894273436235,550,2. Near Prime (Moderate Risk),0.45,7500,344.89
BARC-143862,57,36100.0,15,RENT,5000,60,DEBT_CONSOLIDATION,29.9,19.28,0,0,0,0.07984146484543146,558,2. Near Prime (Moderate Risk),0.45,5000,179.64
BARC-143863,67,11500.0,5,OWN,5000,36,DEBT_CONSOLIDATION,18.15,46.59,0,3,0,0.22708173612654722,522,3. Subprime (High Risk),0.45,5000,510.93
BARC-143864,21,17700.0,0,RENT,7500,36,HOME_IMPROVEMENT,13.75,51.68,0,0,0,0.0968457629469591,552,2. Near Prime (Moderate Risk),0.45,7500,326.85
BARC-143865,22,21300.0,5,RENT,7500,36,CREDIT_CARD_REFINANCE,23.48,15.34,0,0,1,0.06829210271510165,563,2. Near Prime (Moderate Risk),0.45,7500,230.49
BARC-143866,42,13200.0,0,MORTGAGE,5000,60,MAJOR_PURCHASE,34.71,20.65,0,1,0,0.15068909504338418,537,2. Near Prime (Moderate Risk),0.45,5000,339.05
BARC-143867,37,23400.0,15,MORTGAGE,5000,60,CREDIT_CARD_REFINANCE,8.61,74.94,0,0,0,0.11651010333756168,546,2. Near Prime (Moderate Risk),0.45,5000,262.15
BARC-143868,67,42300.0,8,MORTGAGE,15000,60,MEDICAL,12.7,55.06,0,1,0,0.10483343298519397,549,2. Near Prime (Moderate Risk),0.45,15000,707.63
BARC-143869,44,69000.0,0,MORTGAGE,25000,60,HOME_IMPROVEMENT,8.36,74.12,0,1,0,0.10068363906053332,550,2. Near Prime (Moderate Risk),0.45,25000,1132.69
BARC-143870,41,27100.0,5,MORTGAGE,10000,36,MAJOR_PURCHASE,12.4,53.07,0,1,0,0.11414212962754387,546,2. Near Prime (Moderate Risk),0.45,10000,513.64
BARC-143871,60,25300.0,15,RENT,15000,36,DEBT_CONSOLIDATION,17.67,42.44,3,0,1,0.3974714090288103,499,3. Subprime (High Risk),0.45,15000,2682.93
BARC-143872,49,34000.0,8,OWN,7500,60,MAJOR_PURCHASE,21.3,54.69,0,0,0,0.113536024284348,546,2. Near Prime (Moderate Risk),0.45,7500,383.18
BARC-143873,34,31300.0,2,RENT,5000,36,HOME_IMPROVEMENT,24.64,16.56,0,0,0,0.06643804646710483,563,2. Near Prime (Moderate Risk),0.45,5000,149.49
BARC-143874,28,20800.0,8,RENT,5000,36,DEBT_CONSOLIDATION,13.25,59.8,0,0,0,0.10678599865250299,548,2. Near Prime (Moderate Risk),0.45,5000,240.27
BARC-143875,50,48900.0,8,MORTGAGE,15000,36,DEBT_CONSOLIDATION,19.18,53.79,1,0,0,0.16109489526311202,535,2. Near Prime (Moderate Risk),0.45,15000,1087.39
BARC-143876,42,30900.0,5,RENT,5000,36,DEBT_CONSOLIDATION,11.11,49.15,1,1,1,0.17273925538061802,532,2. Near Prime (Moderate Risk),0.45,5000,388.66
BARC-143877,43,25300.0,10,RENT,7500,36,DEBT_CONSOLIDATION,24.87,44.95,1,0,1,0.19965170320525202,527,3. Subprime (High Risk),0.45,7500,673.82
BARC-143878,60,26600.0,2,MORTGAGE,5000,36,DEBT_CONSOLIDATION,22.83,42.64,0,0,0,0.10329156566367499,549,2. Near Prime (Moderate Risk),0.45,5000,232.41
BARC-143879,33,132400.0,8,OWN,7500,36,MAJOR_PURCHASE,22.92,60.79,1,4,0,0.2704855812043356,516,3. Subprime (High Risk),0.45,7500,912.89
BARC-143880,48,55600.0,5,RENT,2500,36,HOME_IMPROVEMENT,30.12,27.0,0,0,0,0.07773982987228092,558,2. Near Prime (Moderate Risk),0.45,2500,87.46
BARC-143881,50,30100.0,15,MORTGAGE,10000,36,DEBT_CONSOLIDATION,16.47,59.95,1,0,0,0.1898558849013485,529,3. Subprime (High Risk),0.45,10000,854.35
BARC-143882,25,9500.0,8,MORTGAGE,7500,36,DEBT_CONSOLIDATION,10.21,36.85,0,0,0,0.0711334220046497,561,2. Near Prime (Moderate Risk),0.45,7500,240.08
BARC-143883,30,14200.0,3,RENT,2500,36,MAJOR_PURCHASE,19.84,40.28,0,4,0,0.26598410324007227,516,3. Subprime (High Risk),0.45,2500,299.23
BARC-143884,59,38100.0,1,RENT,2500,36,CREDIT_CARD_REFINANCE,20.94,73.95,0,0,0,0.14981534408241703,537,2. Near Prime (Moderate Risk),0.45,2500,168.54
BARC-143885,29,30900.0,5,OWN,5000,36,CREDIT_CARD_REFINANCE,25.59,42.08,0,1,0,0.13981174352153636,540,2. Near Prime (Moderate Risk),0.45,5000,314.58
BARC-143886,34,19300.0,15,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,13.84,58.13,0,0,0,0.10712838789914232,548,2. Near Prime (Moderate Risk),0.45,7500,361.56
BARC-143887,58,33800.0,3,RENT,5000,36,HOME_IMPROVEMENT,20.76,54.66,0,0,0,0.11170360860776879,547,2. Near Prime (Moderate Risk),0.45,5000,251.33
BARC-143888,30,24100.0,8,RENT,20000,36,MAJOR_PURCHASE,19.99,34.83,1,4,1,0.36181678128141537,503,3. Subprime (High Risk),0.45,20000,3256.35
BARC-143889,53,25500.0,8,MORTGAGE,10000,60,HOME_IMPROVEMENT,10.19,20.45,0,3,0,0.10415009198678804,549,2. Near Prime (Moderate Risk),0.45,10000,468.68
BARC-143890,31,33000.0,10,MORTGAGE,7500,36,DEBT_CONSOLIDATION,18.93,74.56,0,0,0,0.14818639661896232,538,2. Near Prime (Moderate Risk),0.45,7500,500.13
BARC-143891,60,20800.0,8,RENT,5000,36,HOME_IMPROVEMENT,16.65,60.29,1,4,0,0.4583652383083151,492,3. Subprime (High Risk),0.45,5000,1031.32
BARC-143892,26,16900.0,3,RENT,7500,60,DEBT_CONSOLIDATION,14.49,26.82,1,3,0,0.24064602398368828,520,3. Subprime (High Risk),0.45,7500,812.18
BARC-143893,37,17200.0,0,MORTGAGE,10000,60,HOME_IMPROVEMENT,23.76,38.38,0,0,0,0.10718039590542072,548,2. Near Prime (Moderate Risk),0.45,10000,482.31
BARC-143894,56,29100.0,5,MORTGAGE,7500,60,DEBT_CONSOLIDATION,30.13,54.07,0,1,1,0.19729600833290656,528,3. Subprime (High Risk),0.45,7500,665.87
BARC-143895,26,15200.0,5,MORTGAGE,20000,36,MAJOR_PURCHASE,23.22,31.97,0,0,0,0.0958652865107004,552,2. Near Prime (Moderate Risk),0.45,20000,862.79
BARC-143896,67,121100.0,3,RENT,7500,36,HOME_IMPROVEMENT,13.26,22.92,0,3,0,0.0519907889847179,571,2. Near Prime (Moderate Risk),0.45,7500,175.47
BARC-143897,30,60700.0,5,MORTGAGE,5000,36,MAJOR_PURCHASE,12.52,36.42,0,1,0,0.06381817692486806,565,2. Near Prime (Moderate Risk),0.45,5000,143.59
BARC-143898,62,54000.0,0,MORTGAGE,10000,36,DEBT_CONSOLIDATION,23.0,35.29,3,0,0,0.34679363203159147,505,3. Subprime (High Risk),0.45,10000,1560.57
BARC-143899,25,22300.0,10,OWN,7500,36,HOME_IMPROVEMENT,16.9,45.92,1,0,1,0.16363724579033168,534,2. Near Prime (Moderate Risk),0.45,7500,552.28
BARC-143900,39,22800.0,3,MORTGAGE,2500,60,HOME_IMPROVEMENT,17.25,6.98,0,0,0,0.0467300462886582,574,2. Near Prime (Moderate Risk),0.45,2500,52.57
BARC-143901,27,16700.0,1,MORTGAGE,5000,36,DEBT_CONSOLIDATION,21.01,64.77,0,0,0,0.15360855823424271,536,2. Near Prime (Moderate Risk),0.45,5000,345.62
BARC-143902,44,99800.0,2,RENT,20000,60,MAJOR_PURCHASE,24.71,34.8,0,0,0,0.050154446488942,572,2. Near Prime (Moderate Risk),0.45,20000,451.39
BARC-143903,62,76000.0,5,RENT,5000,36,DEBT_CONSOLIDATION,19.29,15.93,0,2,0,0.06390134286106557,565,2. Near Prime (Moderate Risk),0.45,5000,143.78
BARC-143904,39,52600.0,8,MORTGAGE,10000,36,CREDIT_CARD_REFINANCE,16.99,17.78,0,3,0,0.09850315649516332,551,2. Near Prime (Moderate Risk),0.45,10000,443.26
BARC-143905,31,34000.0,1,RENT,7500,36,DEBT_CONSOLIDATION,19.1,32.93,1,0,0,0.128627659866925,542,2. Near Prime (Moderate Risk),0.45,7500,434.12
BARC-143906,23,29300.0,8,RENT,10000,60,DEBT_CONSOLIDATION,17.71,98.37,0,0,1,0.21431117884997375,525,3. Subprime (High Risk),0.45,10000,964.4
BARC-143907,50,48000.0,1,RENT,15000,36,DEBT_CONSOLIDATION,26.43,41.41,0,1,0,0.12324117044552596,544,2. Near Prime (Moderate Risk),0.45,15000,831.88
BARC-143908,63,87400.0,8,MORTGAGE,7500,60,HOME_IMPROVEMENT,17.51,85.7,2,3,0,0.5163990502599077,485,3. Subprime (High Risk),0.45,7500,1742.85
BARC-143909,58,51700.0,8,MORTGAGE,7500,60,MEDICAL,26.56,61.32,0,1,0,0.16675021772627352,534,2. Near Prime (Moderate Risk),0.45,7500,562.78
BARC-143910,26,19700.0,10,RENT,7500,36,HOME_IMPROVEMENT,16.48,12.94,0,1,1,0.06890979310735232,562,2. Near Prime (Moderate Risk),0.45,7500,232.57
BARC-143911,67,23800.0,8,OWN,5000,60,DEBT_CONSOLIDATION,12.14,43.59,0,0,0,0.07547713082161585,559,2. Near Prime (Moderate Risk),0.45,5000,169.82
BARC-143912,55,47000.0,0,RENT,20000,36,DEBT_CONSOLIDATION,27.46,50.02,0,1,0,0.14816106472414878,538,2. Near Prime (Moderate Risk),0.45,20000,1333.45
BARC-143913,42,22600.0,10,RENT,10000,36,HOME_IMPROVEMENT,19.95,41.22,0,0,0,0.09489247538986513,552,2. Near Prime (Moderate Risk),0.45,10000,427.02
BARC-143914,31,28000.0,8,MORTGAGE,7500,60,HOME_IMPROVEMENT,28.48,61.42,2,0,0,0.41975662584247103,496,3. Subprime (High Risk),0.45,7500,1416.68
BARC-143915,28,83300.0,2,RENT,10000,36,MAJOR_PURCHASE,26.9,58.45,0,2,0,0.16013259218144324,535,2. Near Prime (Moderate Risk),0.45,10000,720.6
BARC-143916,47,30600.0,15,MORTGAGE,20000,36,MAJOR_PURCHASE,16.62,4.82,0,0,0,0.04091848876827582,578,2. Near Prime (Moderate Risk),0.45,20000,368.27
BARC-143917,49,15300.0,10,OWN,7500,36,MEDICAL,10.11,66.7,0,2,1,0.18819450103742805,529,3. Subprime (High Risk),0.45,7500,635.16
BARC-143918,28,177600.0,3,RENT,5000,36,MAJOR_PURCHASE,17.82,60.47,2,0,1,0.10382291590963409,549,2. Near Prime (Moderate Risk),0.45,5000,233.6
BARC-143919,43,66100.0,5,RENT,20000,60,HOME_IMPROVEMENT,8.71,31.28,0,1,0,0.04856698921699553,573,2. Near Prime (Moderate Risk),0.45,20000,437.1
BARC-143920,49,35100.0,8,OWN,25000,60,DEBT_CONSOLIDATION,20.48,34.04,0,0,0,0.07631582973207343,559,2. Near Prime (Moderate Risk),0.45,25000,858.55
BARC-143921,36,36200.0,10,RENT,15000,36,MAJOR_PURCHASE,15.56,93.61,0,1,0,0.2245533337002523,523,3. Subprime (High Risk),0.45,15000,1515.74
BARC-143922,55,11300.0,3,RENT,10000,36,MAJOR_PURCHASE,11.22,43.17,0,0,1,0.0810653277719401,557,2. Near Prime (Moderate Risk),0.45,10000,364.79
BARC-143923,28,29300.0,8,RENT,7500,36,DEBT_CONSOLIDATION,2.0,31.67,0,0,0,0.04082274756151902,578,2. Near Prime (Moderate Risk),0.45,7500,137.78
BARC-143924,28,24100.0,8,MORTGAGE,7500,36,CREDIT_CARD_REFINANCE,14.94,52.01,0,0,1,0.09586375370107142,552,2. Near Prime (Moderate Risk),0.45,7500,323.54
BARC-143925,65,38300.0,3,RENT,5000,36,DEBT_CONSOLIDATION,35.62,46.77,0,0,0,0.15093271753112592,537,2. Near Prime (Moderate Risk),0.45,5000,339.6
BARC-143926,53,88900.0,3,RENT,10000,36,DEBT_CONSOLIDATION,27.18,36.87,0,1,1,0.08226737429688884,557,2. Near Prime (Moderate Risk),0.45,10000,370.2
BARC-143927,62,46300.0,3,MORTGAGE,15000,36,CREDIT_CARD_REFINANCE,10.49,45.55,0,2,0,0.1042429184139938,549,2. Near Prime (Moderate Risk),0.45,15000,703.64
BARC-143928,25,110900.0,3,MORTGAGE,2500,36,MAJOR_PURCHASE,20.72,45.84,0,0,0,0.048363797707896165,573,2. Near Prime (Moderate Risk),0.45,2500,54.41
BARC-143929,57,16800.0,5,MORTGAGE,5000,36,CREDIT_CARD_REFINANCE,21.56,38.85,0,0,0,0.10091394063274516,550,2. Near Prime (Moderate Risk),0.45,5000,227.06
BARC-143930,37,15500.0,0,RENT,7500,36,DEBT_CONSOLIDATION,15.59,78.34,3,0,0,0.572873983468804,479,3. Subprime (High Risk),0.45,7500,1933.45
BARC-143931,42,71900.0,15,RENT,5000,60,DEBT_CONSOLIDATION,22.38,62.69,1,0,0,0.17063300924791813,533,2. Near Prime (Moderate Risk),0.45,5000,383.92
BARC-143932,34,38500.0,3,RENT,5000,36,DEBT_CONSOLIDATION,15.67,47.79,0,0,0,0.08046865597992854,557,2. Near Prime (Moderate Risk),0.45,5000,181.05
BARC-143933,58,47000.0,5,RENT,15000,36,MAJOR_PURCHASE,14.93,19.1,0,0,0,0.04323437169046153,576,2. Near Prime (Moderate Risk),0.45,15000,291.83
BARC-143934,52,35800.0,2,MORTGAGE,10000,36,DEBT_CONSOLIDATION,17.58,59.32,0,2,0,0.17838537845415003,531,2. Near Prime (Moderate Risk),0.45,10000,802.73
BARC-143935,34,40400.0,15,RENT,25000,36,CREDIT_CARD_REFINANCE,2.0,48.06,0,0,0,0.04989441097602293,572,2. Near Prime (Moderate Risk),0.45,25000,561.31
BARC-143936,64,53000.0,15,RENT,2500,36,HOME_IMPROVEMENT,30.75,10.86,0,3,0,0.13585951100858254,541,2. Near Prime (Moderate Risk),0.45,2500,152.84
BARC-143937,40,41700.0,15,MORTGAGE,20000,36,DEBT_CONSOLIDATION,18.86,59.32,0,0,1,0.10639729314275688,549,2. Near Prime (Moderate Risk),0.45,20000,957.58
BARC-143938,42,26500.0,3,MORTGAGE,15000,36,MEDICAL,9.1,42.83,0,1,0,0.08620032294858333,555,2. Near Prime (Moderate Risk),0.45,15000,581.85
BARC-143939,50,130800.0,5,RENT,20000,36,HOME_IMPROVEMENT,15.21,71.79,0,1,0,0.07083827161266097,561,2. Near Prime (Moderate Risk),0.45,20000,637.54
BARC-143940,53,38200.0,10,RENT,2500,36,MAJOR_PURCHASE,11.93,40.26,0,2,0,0.10685188748194357,548,2. Near Prime (Moderate Risk),0.45,2500,120.21
BARC-143941,25,32500.0,1,RENT,15000,36,DEBT_CONSOLIDATION,20.27,10.4,0,1,0,0.06682894995823467,563,2. Near Prime (Moderate Risk),0.45,15000,451.1
BARC-143942,38,30000.0,3,OWN,7500,60,DEBT_CONSOLIDATION,36.38,59.38,0,2,1,0.3129547341070284,510,3. Subprime (High Risk),0.45,7500,1056.22
BARC-143943,66,43800.0,3,MORTGAGE,10000,36,DEBT_CONSOLIDATION,15.74,29.06,0,0,0,0.054942319124831454,569,2. Near Prime (Moderate Risk),0.45,10000,247.24
BARC-143944,27,31800.0,5,RENT,7500,36,HOME_IMPROVEMENT,6.09,75.05,0,1,0,0.13010968056806071,542,2. Near Prime (Moderate Risk),0.45,7500,439.12
BARC-143945,49,11900.0,8,OWN,20000,36,DEBT_CONSOLIDATION,16.75,14.15,0,4,0,0.16667765679225596,534,2. Near Prime (Moderate Risk),0.45,20000,1500.1
BARC-143946,67,31600.0,5,MORTGAGE,5000,36,MAJOR_PURCHASE,29.59,50.78,0,0,1,0.14115198992288777,539,2. Near Prime (Moderate Risk),0.45,5000,317.59
BARC-143947,29,20000.0,1,MORTGAGE,7500,36,DEBT_CONSOLIDATION,27.68,44.71,0,0,0,0.13218294044072437,541,2. Near Prime (Moderate Risk),0.45,7500,446.12
BARC-143948,67,42100.0,2,MORTGAGE,2500,60,MAJOR_PURCHASE,13.84,5.46,0,0,0,0.03380213184734683,584,1. Prime (Low Risk),0.45,2500,38.03
BARC-143949,61,35700.0,1,MORTGAGE,10000,36,DEBT_CONSOLIDATION,23.49,78.53,0,0,0,0.1776936970737131,531,2. Near Prime (Moderate Risk),0.45,10000,799.62
BARC-143950,27,25200.0,2,MORTGAGE,15000,36,DEBT_CONSOLIDATION,26.59,67.41,0,0,0,0.17748529105106176,531,2. Near Prime (Moderate Risk),0.45,15000,1198.03
BARC-143951,27,60900.0,0,RENT,5000,36,MAJOR_PURCHASE,26.66,23.23,0,0,0,0.061652364502114726,566,2. Near Prime (Moderate Risk),0.45,5000,138.72
BARC-143952,63,34900.0,10,RENT,10000,36,HOME_IMPROVEMENT,30.48,64.45,0,0,0,0.17634721167354503,532,2. Near Prime (Moderate Risk),0.45,10000,793.56
BARC-143953,26,29500.0,10,MORTGAGE,5000,36,HOME_IMPROVEMENT,29.05,47.36,0,4,0,0.3342515508200278,507,3. Subprime (High Risk),0.45,5000,752.07
BARC-143954,66,29800.0,5,MORTGAGE,5000,36,DEBT_CONSOLIDATION,16.63,24.55,0,0,0,0.05918321055469418,567,2. Near Prime (Moderate Risk),0.45,5000,133.16
BARC-143955,67,29400.0,8,MORTGAGE,10000,36,CREDIT_CARD_REFINANCE,23.26,19.41,0,0,1,0.06786526308078683,563,2. Near Prime (Moderate Risk),0.45,10000,305.39
BARC-143956,60,48000.0,15,MORTGAGE,5000,36,MEDICAL,17.64,23.64,0,1,0,0.06756676198103292,563,2. Near Prime (Moderate Risk),0.45,5000,152.03
BARC-143957,47,23700.0,5,RENT,7500,36,DEBT_CONSOLIDATION,7.81,58.91,0,0,0,0.08573410885418732,555,2. Near Prime (Moderate Risk),0.45,7500,289.35
BARC-143958,24,37700.0,5,RENT,7500,60,DEBT_CONSOLIDATION,14.82,37.1,0,0,0,0.06504753609360678,564,2. Near Prime (Moderate Risk),0.45,7500,219.54
BARC-143959,21,27500.0,10,MORTGAGE,2500,36,DEBT_CONSOLIDATION,16.18,16.58,0,2,0,0.08923184481337328,554,2. Near Prime (Moderate Risk),0.45,2500,100.39
BARC-143960,26,25500.0,5,MORTGAGE,10000,60,DEBT_CONSOLIDATION,32.41,32.17,0,0,0,0.1188185868181798,545,2. Near Prime (Moderate Risk),0.45,10000,534.68
BARC-143961,51,47100.0,0,RENT,10000,36,DEBT_CONSOLIDATION,11.52,70.59,1,2,0,0.26955070917667484,516,3. Subprime (High Risk),0.45,10000,1212.98
BARC-143962,21,21700.0,3,MORTGAGE,10000,36,CREDIT_CARD_REFINANCE,10.13,46.4,2,2,0,0.3474436718969145,505,3. Subprime (High Risk),0.45,10000,1563.5
BARC-143963,25,48400.0,8,MORTGAGE,7500,36,HOME_IMPROVEMENT,34.91,42.78,0,0,0,0.1271622798978423,543,2. Near Prime (Moderate Risk),0.45,7500,429.17
BARC-143964,39,43100.0,8,MORTGAGE,7500,36,DEBT_CONSOLIDATION,16.65,72.04,2,2,1,0.4743879715138747,490,3. Subprime (High Risk),0.45,7500,1601.06
BARC-143965,25,75400.0,15,MORTGAGE,7500,36,MEDICAL,18.43,53.44,0,1,0,0.0925785859208696,553,2. Near Prime (Moderate Risk),0.45,7500,312.45
BARC-143966,25,13800.0,8,OWN,5000,36,HOME_IMPROVEMENT,15.55,42.69,0,1,0,0.118388499089994,545,2. Near Prime (Moderate Risk),0.45,5000,266.37
BARC-143967,51,63600.0,0,MORTGAGE,5000,36,MEDICAL,17.98,56.09,0,3,0,0.17591348460149644,532,2. Near Prime (Moderate Risk),0.45,5000,395.81
BARC-143968,64,30700.0,15,RENT,10000,60,DEBT_CONSOLIDATION,15.78,69.81,0,1,1,0.16278294782785943,534,2. Near Prime (Moderate Risk),0.45,10000,732.52
BARC-143969,27,13600.0,0,RENT,2500,36,HOME_IMPROVEMENT,12.24,13.45,0,2,0,0.08359853172838565,556,2. Near Prime (Moderate Risk),0.45,2500,94.05
BARC-143970,35,25300.0,5,RENT,10000,36,HOME_IMPROVEMENT,35.56,33.12,0,2,1,0.21796083633978589,524,3. Subprime (High Risk),0.45,10000,980.82
BARC-143971,33,48100.0,2,RENT,5000,36,DEBT_CONSOLIDATION,26.31,60.24,0,0,1,0.13010402287489906,542,2. Near Prime (Moderate Risk),0.45,5000,292.73
BARC-143972,32,34600.0,2,OWN,2500,36,DEBT_CONSOLIDATION,22.46,51.46,0,0,0,0.11097154518741717,547,2. Near Prime (Moderate Risk),0.45,2500,124.84
BARC-143973,39,76200.0,5,RENT,7500,36,DEBT_CONSOLIDATION,24.67,31.91,0,1,0,0.07741891951122347,559,2. Near Prime (Moderate Risk),0.45,7500,261.29
